WID	ATCCode	Name	Synonym
1167046	M03BB02	Chlormezanone	Clormezanone [DCIT]
1167046	M03BB02	Chlormezanone	Dichloromethazanone
1167046	M03BB02	Chlormezanone	Dichloromezanone
1167046	M03BB02	Chlormezanone	dl-Chlormezanone
1167149	D06BB04	Podofilox	Podophyllinic acid lactone
1167246	C02AA01	Rescinnamine	Methyl Trimethoxycinnamoylreserpate
1167246	C02AA01	Rescinnamine	Recinnamine
1167246	C02AA01	Rescinnamine	Rescinnamin
1167246	C02AA01	Rescinnamine	Reserpinene
1167246	C02AA01	Rescinnamine	Reserpinin
1167246	C02AA01	Rescinnamine	Reserpinine
1167246	C02AA01	Rescinnamine	Trimethoxycinnamoyl Methyl Reserpate
1167352	L01AA06	Ifosfamide	Z4942
1167484	C01BC03	Propafenone	Propafenona [INN-Spanish]
1167484	C01BC03	Propafenone	Propafenonum [INN-Latin]
1167664	V03AB15	Naloxone	EN 1530 Base
1167664	V03AB15	Naloxone	L-Naloxone
1167664	V03AB15	Naloxone	N-Allylnoroxymorphone
1167664	V03AB15	Naloxone	Nalossone [Dcit]
1167664	V03AB15	Naloxone	Naloxona [INN-Spanish]
1167664	V03AB15	Naloxone	Naloxone HCl
1167664	V03AB15	Naloxone	Naloxonum [INN-Latin]
1167936	G03BA01	Fluoxymesterone	Androfluorene
1167936	G03BA01	Fluoxymesterone	Androfluorone
1167936	G03BA01	Fluoxymesterone	Fluossimesterone [DCIT]
1167936	G03BA01	Fluoxymesterone	Fluoximesterona [INN-Spanish]
1167936	G03BA01	Fluoxymesterone	Fluoximesterone
1167936	G03BA01	Fluoxymesterone	Fluoximesteronum
1167936	G03BA01	Fluoxymesterone	Fluoxymesteronum [INN-Latin]
1167936	G03BA01	Fluoxymesterone	Fluoxymestrone
1168048	N04BC02	Pergolide	Pergolida [INN-Spanish]
1168048	N04BC02	Pergolide	Pergolide Mesylate
1168048	N04BC02	Pergolide	Pergolide Methanesulfonate
1168048	N04BC02	Pergolide	Pergolidum [INN-Latin]
1168256	D01AE14	Ciclopirox	Ciclopirox Olamin
1168256	D01AE14	Ciclopirox	Ciclopirox-Olamin
1168256	D01AE14	Ciclopirox	ciclopiroxolamine
1168256	D01AE14	Ciclopirox	Ciclopiroxum [INN-Latin]
1168256	D01AE14	Ciclopirox	HOE 296b
1168256	D01AE14	Ciclopirox	HOE-296b
1168256	G01AX12	Ciclopirox	Ciclopirox Olamin
1168256	G01AX12	Ciclopirox	Ciclopirox-Olamin
1168256	G01AX12	Ciclopirox	ciclopiroxolamine
1168256	G01AX12	Ciclopirox	Ciclopiroxum [INN-Latin]
1168256	G01AX12	Ciclopirox	HOE 296b
1168256	G01AX12	Ciclopirox	HOE-296b
1168402	N01AB07	Desflurane	Desflurano [INN-Spanish]
1168402	N01AB07	Desflurane	Desfluranum [INN-Latin]
1168481	D10AF01	Clindamycin	Clindamicina [INN-Spanish]
1168481	D10AF01	Clindamycin	Clindamycin Hydrochloride
1168481	D10AF01	Clindamycin	Clindamycin Phosphate
1168481	D10AF01	Clindamycin	Clindamycine [French]
1168481	D10AF01	Clindamycin	Clindamycine [INN-French]
1168481	D10AF01	Clindamycin	Clindamycinum [INN-Latin]
1168481	G01AA10	Clindamycin	Clindamicina [INN-Spanish]
1168481	G01AA10	Clindamycin	Clindamycin Hydrochloride
1168481	G01AA10	Clindamycin	Clindamycin Phosphate
1168481	G01AA10	Clindamycin	Clindamycine [French]
1168481	G01AA10	Clindamycin	Clindamycine [INN-French]
1168481	G01AA10	Clindamycin	Clindamycinum [INN-Latin]
1168481	J01FF01	Clindamycin	Clindamicina [INN-Spanish]
1168481	J01FF01	Clindamycin	Clindamycin Hydrochloride
1168481	J01FF01	Clindamycin	Clindamycin Phosphate
1168481	J01FF01	Clindamycin	Clindamycine [French]
1168481	J01FF01	Clindamycin	Clindamycine [INN-French]
1168481	J01FF01	Clindamycin	Clindamycinum [INN-Latin]
1168793	A08AA04	Dexfenfluramine	(+)-fenfluramine
1168793	A08AA04	Dexfenfluramine	(S)-fenfluramine
1168793	A08AA04	Dexfenfluramine	Dextrofenfluramine
1169016	C07AB04	Acebutolol	Acebutolol HCL
1169016	C07AB04	Acebutolol	Acebutolol Hydrochloride
1169016	C07AB04	Acebutolol	Acebutololo
1169016	C07AB04	Acebutolol	Acetobutolol
1169016	C07AB04	Acebutolol	dl-Acebutolol
1169285	C01BC04	Flecainide	Flecainida [INN-Spanish]
1169285	C01BC04	Flecainide	Flecainidum [INN-Latin]
1169433	L01XX11	Estramustine	Estramustin Sodium Phosphate
1169433	L01XX11	Estramustine	Estramustina [INN-Spanish]
1169433	L01XX11	Estramustine	Estramustine Sodium Phosphate
1169433	L01XX11	Estramustine	Estramustinum [INN-Latin]
1169511	C09AA01	Captopril	Captoprilum [INN-Latin]
1169511	C09AA01	Captopril	Captopryl
1169511	C09AA01	Captopril	L-Captopril
1169725	N05CF01	Zopiclone	(+-)-zopiclone
1169725	N05CF01	Zopiclone	Zopiclona [INN-Spanish]
1169725	N05CF01	Zopiclone	Zopiclone [Ban:Inn:Jan]
1169725	N05CF01	Zopiclone	Zopiclonum [INN-Latin]
1169883	M03AA02	Tubocurarine	D-Tubocurarine
1169883	M03AA02	Tubocurarine	D-Tubocurarine Chloride
1169883	M03AA02	Tubocurarine	Isoquinoline Alkaloid
1169883	M03AA02	Tubocurarine	Tubocurarin
1169883	M03AA02	Tubocurarine	Tubocurarine Chloride
1169883	M03AA02	Tubocurarine	Tubocurarinum
1169883	M03AA04	Tubocurarine	D-Tubocurarine
1169883	M03AA04	Tubocurarine	D-Tubocurarine Chloride
1169883	M03AA04	Tubocurarine	Isoquinoline Alkaloid
1169883	M03AA04	Tubocurarine	Tubocurarin
1169883	M03AA04	Tubocurarine	Tubocurarine Chloride
1169883	M03AA04	Tubocurarine	Tubocurarinum
1169984	G02CB01	Bromocriptine	Bromergocryptine
1169984	G02CB01	Bromocriptine	Bromocriptin
1169984	G02CB01	Bromocriptine	Bromocriptina [INN-Spanish]
1169984	G02CB01	Bromocriptine	Bromocriptine Mesylate
1169984	G02CB01	Bromocriptine	Bromocriptine Methanesulfonate
1169984	G02CB01	Bromocriptine	Bromocriptinum [INN-Latin]
1169984	G02CB01	Bromocriptine	Bromocryptine
1169984	G02CB01	Bromocriptine	Bromocryptine Mesylate
1169984	G02CB01	Bromocriptine	Bromoergocriptine
1169984	G02CB01	Bromocriptine	Bromoergocryptine
1169984	N04BC01	Bromocriptine	Bromergocryptine
1169984	N04BC01	Bromocriptine	Bromocriptin
1169984	N04BC01	Bromocriptine	Bromocriptina [INN-Spanish]
1169984	N04BC01	Bromocriptine	Bromocriptine Mesylate
1169984	N04BC01	Bromocriptine	Bromocriptine Methanesulfonate
1169984	N04BC01	Bromocriptine	Bromocriptinum [INN-Latin]
1169984	N04BC01	Bromocriptine	Bromocryptine
1169984	N04BC01	Bromocriptine	Bromocryptine Mesylate
1169984	N04BC01	Bromocriptine	Bromoergocriptine
1169984	N04BC01	Bromocriptine	Bromoergocryptine
1170222	J04AB05	Rifapentine	Cyclopentyl rifampin
1170347	N03AX14	Levetiracetam	Levetiracetam [INN]
1170347	N03AX14	Levetiracetam	Levetiracetamum [INN-Latin]
1170347	N03AX14	Levetiracetam	Levitiracetam
1170699	L01DB07	Mitoxantrone	Mitoxanthrone
1170699	L01DB07	Mitoxantrone	Mitoxantron
1170813	V03AB25	Flumazenil	Flumazenilo [Spanish]
1170813	V03AB25	Flumazenil	Flumazenilum [Latin]
1170922	L01AD02	Lomustine	CCNU
1170922	L01AD02	Lomustine	Chloroethylcyclohexylnitrosourea
1170922	L01AD02	Lomustine	Lomustina [INN-Spanish]
1170922	L01AD02	Lomustine	Lomustinum [INN-Latin]
1171171	N02AX03	Dezocine	Dezocina [INN-Spanish]
1171171	N02AX03	Dezocine	Dezocinum [INN-Latin]
1171215	S01ED03	Levobunolol	Levobunolol HCl
1171215	S01ED03	Levobunolol	Levobunololum [INN-Latin]
1171326	J01FA09	Clarithromycin	Clarithromycine
1171326	J01FA09	Clarithromycin	Clathromycin
1171624	J01DD04	Ceftriaxone	Cefatriaxone
1171624	J01DD04	Ceftriaxone	Ceftriaxona [INN-Spanish]
1171624	J01DD04	Ceftriaxone	Ceftriaxonum [INN-Latin]
1171624	J01DD04	Ceftriaxone	Ceftriazone
1171797	V03AB34	Fomepizole	4-methylpyrazole
1171797	V03AB34	Fomepizole	Fomepizol [INN-Spanish]
1171797	V03AB34	Fomepizole	Fomepizole [USAN:INN]
1171797	V03AB34	Fomepizole	Fomepizolum [INN-Latin]
1171886	S01ED04	Metipranolol	Metipranolol hydrochloride
1171886	S01ED04	Metipranolol	Metipranololum [INN-Latin]
1172122	D11AX10	Finasteride	Finasterida [INN-Spanish]
1172122	D11AX10	Finasteride	Finasteridum [INN-Latin]
1172122	G04CB01	Finasteride	Finasterida [INN-Spanish]
1172122	G04CB01	Finasteride	Finasteridum [INN-Latin]
1172257	L02BG03	Anastrozole	Anastrozol
1172379	P01BX01	Halofantrine	Halofantrina [INN-Spanish]
1172379	P01BX01	Halofantrine	Halofantrine [Usan]
1172379	P01BX01	Halofantrine	Halofantrinum [INN-Latin]
1172478	M03CA01	Dantrolene	Dantrolene Sodium
1172478	M03CA01	Dantrolene	Dantroleno [INN-Spanish]
1172478	M03CA01	Dantrolene	Dantrolenum [INN-Latin]
1172583	A07AA11	Rifaximin	Rifamixin
1172583	A07AA11	Rifaximin	Rifamycin L 105
1172583	A07AA11	Rifaximin	Rifamycin L 105SV
1172583	A07AA11	Rifaximin	Rifaxidin
1172583	A07AA11	Rifaximin	Rifaximin [USAN:INN]
1172583	A07AA11	Rifaximin	Rifaximina [Spanish]
1172583	A07AA11	Rifaximin	Rifaximine [French]
1172583	A07AA11	Rifaximin	Rifaximinum [Latin]
1172583	D06AX11	Rifaximin	Rifamixin
1172583	D06AX11	Rifaximin	Rifamycin L 105
1172583	D06AX11	Rifaximin	Rifamycin L 105SV
1172583	D06AX11	Rifaximin	Rifaxidin
1172583	D06AX11	Rifaximin	Rifaximin [USAN:INN]
1172583	D06AX11	Rifaximin	Rifaximina [Spanish]
1172583	D06AX11	Rifaximin	Rifaximine [French]
1172583	D06AX11	Rifaximin	Rifaximinum [Latin]
1172699	N01AX03	Ketamine	(-)-Ketamine
1172699	N01AX03	Ketamine	(S)-(-)-Ketamine
1172699	N01AX03	Ketamine	(S)-Ketamine
1172699	N01AX03	Ketamine	CI 581 base
1172699	N01AX03	Ketamine	Ketamine Base
1172699	N01AX03	Ketamine	Ketamine HCL
1172699	N01AX03	Ketamine	l-Ketamine
1172699	N01AX14	Ketamine	(-)-Ketamine
1172699	N01AX14	Ketamine	(S)-(-)-Ketamine
1172699	N01AX14	Ketamine	(S)-Ketamine
1172699	N01AX14	Ketamine	CI 581 base
1172699	N01AX14	Ketamine	Ketamine Base
1172699	N01AX14	Ketamine	Ketamine HCL
1172699	N01AX14	Ketamine	l-Ketamine
1172966	R03DA05	Aminophylline	Aminophyllin
1172966	R03DA05	Aminophylline	Aminophylline Anhydrous
1172966	R03DA05	Aminophylline	Aminophylline Dihydrate
1172966	R03DA05	Aminophylline	Aminophylline Dye Free
1173240	N05AH04	Quetiapine	Quetiapine fumarate
1173240	N05AH04	Quetiapine	Quetiapine hemifumarate
1173545	B01AB05	Enoxaparin	LMWH
1173545	B01AB05	Enoxaparin	Low Molecular Weight Heparin
1173545	B01AB01	Enoxaparin	LMWH
1173545	B01AB01	Enoxaparin	Low Molecular Weight Heparin
1173818	C01BC08	Encainide	Encainida [Spanish]
1173818	C01BC08	Encainide	Encainide [French]
1173818	C01BC08	Encainide	Encainidum [Latin]
1173867	L01CD01	Paclitaxel	7-epi-Paclitaxel
1173867	L01CD01	Paclitaxel	7-epi-Taxol
1173867	L01CD01	Paclitaxel	7-Epipaclitaxel
1173867	L01CD01	Paclitaxel	7-Epitaxol
1173867	L01CD01	Paclitaxel	ABI-007
1173867	L01CD01	Paclitaxel	Conventional Paclitaxel
1173867	L01CD01	Paclitaxel	Paclitaxel (Conventional)
1173867	L01CD01	Paclitaxel	Taxol
1174087	N06BA05	Pemoline	Pheniminooxazolidinone
1174087	N06BA05	Pemoline	Phenoxazole
1174087	N06BA05	Pemoline	Phenylisohydantoin
1174087	N06BA05	Pemoline	Phenylpseudohydantoin
1174273	J05AE01	Saquinavir	Saquinavir Mesylate
1174273	J05AE01	Saquinavir	SQV
1174485	A03FA01	Metoclopramide	Metaclopramide
1174485	A03FA01	Metoclopramide	Metaclopromide
1174485	A03FA01	Metoclopramide	Methochlopramide
1174485	A03FA01	Metoclopramide	Methoclopramide
1174485	A03FA01	Metoclopramide	Metochlopramide
1174485	A03FA01	Metoclopramide	Metoclopramida [INN-Spanish]
1174485	A03FA01	Metoclopramide	Metoclopramide Hcl
1174485	A03FA01	Metoclopramide	Metoclopramide Hydrochloride
1174485	A03FA01	Metoclopramide	Metoclopramidum [INN-Latin]
1174770	A01AC02	Dexamethasone	Desametasone
1174770	A01AC02	Dexamethasone	Desametasone [DCIT]
1174770	A01AC02	Dexamethasone	Desamethasone
1174770	A01AC02	Dexamethasone	Dexametasona [INN-Spanish]
1174770	A01AC02	Dexamethasone	Dexamethasone Acetate
1174770	A01AC02	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	A01AC02	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	A01AC02	Dexamethasone	Dexamethazone
1174770	A01AC02	Dexamethasone	Fluormethylprednisolone
1174770	C05AA09	Dexamethasone	Desametasone
1174770	C05AA09	Dexamethasone	Desametasone [DCIT]
1174770	C05AA09	Dexamethasone	Desamethasone
1174770	C05AA09	Dexamethasone	Dexametasona [INN-Spanish]
1174770	C05AA09	Dexamethasone	Dexamethasone Acetate
1174770	C05AA09	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	C05AA09	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	C05AA09	Dexamethasone	Dexamethazone
1174770	C05AA09	Dexamethasone	Fluormethylprednisolone
1174770	D07AB19	Dexamethasone	Desametasone
1174770	D07AB19	Dexamethasone	Desametasone [DCIT]
1174770	D07AB19	Dexamethasone	Desamethasone
1174770	D07AB19	Dexamethasone	Dexametasona [INN-Spanish]
1174770	D07AB19	Dexamethasone	Dexamethasone Acetate
1174770	D07AB19	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	D07AB19	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	D07AB19	Dexamethasone	Dexamethazone
1174770	D07AB19	Dexamethasone	Fluormethylprednisolone
1174770	D07XB05	Dexamethasone	Desametasone
1174770	D07XB05	Dexamethasone	Desametasone [DCIT]
1174770	D07XB05	Dexamethasone	Desamethasone
1174770	D07XB05	Dexamethasone	Dexametasona [INN-Spanish]
1174770	D07XB05	Dexamethasone	Dexamethasone Acetate
1174770	D07XB05	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	D07XB05	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	D07XB05	Dexamethasone	Dexamethazone
1174770	D07XB05	Dexamethasone	Fluormethylprednisolone
1174770	D10AA03	Dexamethasone	Desametasone
1174770	D10AA03	Dexamethasone	Desametasone [DCIT]
1174770	D10AA03	Dexamethasone	Desamethasone
1174770	D10AA03	Dexamethasone	Dexametasona [INN-Spanish]
1174770	D10AA03	Dexamethasone	Dexamethasone Acetate
1174770	D10AA03	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	D10AA03	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	D10AA03	Dexamethasone	Dexamethazone
1174770	D10AA03	Dexamethasone	Fluormethylprednisolone
1174770	H02AB02	Dexamethasone	Desametasone
1174770	H02AB02	Dexamethasone	Desametasone [DCIT]
1174770	H02AB02	Dexamethasone	Desamethasone
1174770	H02AB02	Dexamethasone	Dexametasona [INN-Spanish]
1174770	H02AB02	Dexamethasone	Dexamethasone Acetate
1174770	H02AB02	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	H02AB02	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	H02AB02	Dexamethasone	Dexamethazone
1174770	H02AB02	Dexamethasone	Fluormethylprednisolone
1174770	R01AD03	Dexamethasone	Desametasone
1174770	R01AD03	Dexamethasone	Desametasone [DCIT]
1174770	R01AD03	Dexamethasone	Desamethasone
1174770	R01AD03	Dexamethasone	Dexametasona [INN-Spanish]
1174770	R01AD03	Dexamethasone	Dexamethasone Acetate
1174770	R01AD03	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	R01AD03	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	R01AD03	Dexamethasone	Dexamethazone
1174770	R01AD03	Dexamethasone	Fluormethylprednisolone
1174770	S01BA01	Dexamethasone	Desametasone
1174770	S01BA01	Dexamethasone	Desametasone [DCIT]
1174770	S01BA01	Dexamethasone	Desamethasone
1174770	S01BA01	Dexamethasone	Dexametasona [INN-Spanish]
1174770	S01BA01	Dexamethasone	Dexamethasone Acetate
1174770	S01BA01	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	S01BA01	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	S01BA01	Dexamethasone	Dexamethazone
1174770	S01BA01	Dexamethasone	Fluormethylprednisolone
1174770	S01CB01	Dexamethasone	Desametasone
1174770	S01CB01	Dexamethasone	Desametasone [DCIT]
1174770	S01CB01	Dexamethasone	Desamethasone
1174770	S01CB01	Dexamethasone	Dexametasona [INN-Spanish]
1174770	S01CB01	Dexamethasone	Dexamethasone Acetate
1174770	S01CB01	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	S01CB01	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	S01CB01	Dexamethasone	Dexamethazone
1174770	S01CB01	Dexamethasone	Fluormethylprednisolone
1174770	S02BA06	Dexamethasone	Desametasone
1174770	S02BA06	Dexamethasone	Desametasone [DCIT]
1174770	S02BA06	Dexamethasone	Desamethasone
1174770	S02BA06	Dexamethasone	Dexametasona [INN-Spanish]
1174770	S02BA06	Dexamethasone	Dexamethasone Acetate
1174770	S02BA06	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	S02BA06	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	S02BA06	Dexamethasone	Dexamethazone
1174770	S02BA06	Dexamethasone	Fluormethylprednisolone
1174770	S03BA01	Dexamethasone	Desametasone
1174770	S03BA01	Dexamethasone	Desametasone [DCIT]
1174770	S03BA01	Dexamethasone	Desamethasone
1174770	S03BA01	Dexamethasone	Dexametasona [INN-Spanish]
1174770	S03BA01	Dexamethasone	Dexamethasone Acetate
1174770	S03BA01	Dexamethasone	Dexamethasone Sodium Phosphate
1174770	S03BA01	Dexamethasone	Dexamethasonum [INN-Latin]
1174770	S03BA01	Dexamethasone	Dexamethazone
1174770	S03BA01	Dexamethasone	Fluormethylprednisolone
1175275	N04BA01	Levodopa	3,4-dihydroxyphenylalanine
1175275	N04BA01	Levodopa	DOPA
1175275	N04BA01	Levodopa	L-Dihydroxyphenylalanine
1175275	N04BA01	Levodopa	L-DOPA
1175275	N04BA04	Levodopa	3,4-dihydroxyphenylalanine
1175275	N04BA04	Levodopa	DOPA
1175275	N04BA04	Levodopa	L-Dihydroxyphenylalanine
1175275	N04BA04	Levodopa	L-DOPA
1175475	N01AB08	Sevoflurane	Sevofluran
1175475	N01AB08	Sevoflurane	Sevoflurano [INN-Spanish]
1175475	N01AB08	Sevoflurane	Sevofluranum [INN-Latin]
1175584	D04AA32	Bromodiphenhydramine	Ambodryl Hydrochloride
1175584	D04AA32	Bromodiphenhydramine	Amodryl
1175584	D04AA32	Bromodiphenhydramine	Bromanautine
1175584	D04AA32	Bromodiphenhydramine	Bromazin
1175584	D04AA32	Bromodiphenhydramine	Bromazine
1175584	D04AA32	Bromodiphenhydramine	Bromazine hydrochloride
1175584	D04AA32	Bromodiphenhydramine	Bromdiphenhydramine
1175584	D04AA32	Bromodiphenhydramine	Bromdiphenhydramine hydrochloride
1175584	D04AA32	Bromodiphenhydramine	Bromdiphenylhydramine Hydrochloride
1175584	D04AA32	Bromodiphenhydramine	Bromodiphenhydramine hydrochloride
1175584	D04AA33	Bromodiphenhydramine	Ambodryl Hydrochloride
1175584	D04AA33	Bromodiphenhydramine	Amodryl
1175584	D04AA33	Bromodiphenhydramine	Bromanautine
1175584	D04AA33	Bromodiphenhydramine	Bromazin
1175584	D04AA33	Bromodiphenhydramine	Bromazine
1175584	D04AA33	Bromodiphenhydramine	Bromazine hydrochloride
1175584	D04AA33	Bromodiphenhydramine	Bromdiphenhydramine
1175584	D04AA33	Bromodiphenhydramine	Bromdiphenhydramine hydrochloride
1175584	D04AA33	Bromodiphenhydramine	Bromdiphenylhydramine Hydrochloride
1175584	D04AA33	Bromodiphenhydramine	Bromodiphenhydramine hydrochloride
1175584	R06AA02	Bromodiphenhydramine	Ambodryl Hydrochloride
1175584	R06AA02	Bromodiphenhydramine	Amodryl
1175584	R06AA02	Bromodiphenhydramine	Bromanautine
1175584	R06AA02	Bromodiphenhydramine	Bromazin
1175584	R06AA02	Bromodiphenhydramine	Bromazine
1175584	R06AA02	Bromodiphenhydramine	Bromazine hydrochloride
1175584	R06AA02	Bromodiphenhydramine	Bromdiphenhydramine
1175584	R06AA02	Bromodiphenhydramine	Bromdiphenhydramine hydrochloride
1175584	R06AA02	Bromodiphenhydramine	Bromdiphenylhydramine Hydrochloride
1175584	R06AA02	Bromodiphenhydramine	Bromodiphenhydramine hydrochloride
1175657	N05AX12	Aripiprazole	OPC 31
1175657	N05AX12	Aripiprazole	OPC-14597
1175869	N05AF03	Chlorprothixene	Alpha-Chlorprothixene
1175869	N05AF03	Chlorprothixene	Chloroprothixene
1175869	N05AF03	Chlorprothixene	Chlorprothixen
1175869	N05AF03	Chlorprothixene	Chlorprothixine
1175869	N05AF03	Chlorprothixene	Chlorprotixen
1175869	N05AF03	Chlorprothixene	Chlorprotixene
1175869	N05AF03	Chlorprothixene	Chlorprotixine
1175869	N05AF03	Chlorprothixene	Chlothixen
1175869	N05AF03	Chlorprothixene	Cis-Chlorprothixene
1175980	B01AC09	Epoprostenol	PGI2
1175980	B01AC09	Epoprostenol	Prostacyclin
1175980	B01AC09	Epoprostenol	Prostaglandin I2
1176266	N06AA04	Clomipramine	3-Chloroimipramine
1176266	N06AA04	Clomipramine	Chlorimipramine
1176266	N06AA04	Clomipramine	Clomipramina [INN-Spanish]
1176266	N06AA04	Clomipramine	Clomipramine HCL
1176266	N06AA04	Clomipramine	Clomipraminum [INN-Latin]
1176266	N06AA04	Clomipramine	Monochlorimipramine
1176554	C08EA02	Bepridil	Bepadin
1176712	D04AA10	Trimeprazine	Alimemazine
1176712	D04AA10	Trimeprazine	Methylpromazine
1176712	D04AA10	Trimeprazine	Trimeperazine
1176712	R06AD02	Trimeprazine	Alimemazine
1176712	R06AD02	Trimeprazine	Methylpromazine
1176712	R06AD02	Trimeprazine	Trimeperazine
1176712	R06AD05	Trimeprazine	Alimemazine
1176712	R06AD05	Trimeprazine	Methylpromazine
1176712	R06AD05	Trimeprazine	Trimeperazine
1176712	R06AD01	Trimeprazine	Alimemazine
1176712	R06AD01	Trimeprazine	Methylpromazine
1176712	R06AD01	Trimeprazine	Trimeperazine
1176807	N06AF01	Isocarboxazid	Isocarbonazid
1176807	N06AF01	Isocarboxazid	Isocarbossazide [Dcit]
1176807	N06AF01	Isocarboxazid	Isocarboxazida [INN-Spanish]
1176807	N06AF01	Isocarboxazid	Isocarboxazide
1176807	N06AF01	Isocarboxazid	Isocarboxazide [INN-French]
1176807	N06AF01	Isocarboxazid	Isocarboxazidum [INN-Latin]
1176807	N06AF01	Isocarboxazid	Isocarboxyzid
1176972	L01CD02	Docetaxel	Docetaxel anhydrous
1176972	L01CD02	Docetaxel	Docetaxel, Trihydrate
1176972	L01CD02	Docetaxel	RP-6976
1176972	L01CD02	Docetaxel	TXL
1177116	V08AB09	Iodixanol	Indixanol
1177116	V08AB09	Iodixanol	Iodixanolum
1177184	A07EC03	Olsalazine	Olsalazine sodium
1177326	A10BX08	Mitiglinide	KAD-1229
1177326	A10BX08	Mitiglinide	Mitiglinide calcium hydrate
1177384	G02AB03	Ergonovine	Ergobasine
1177384	G02AB03	Ergonovine	Ergometrine
1177384	G02AB03	Ergonovine	Ergotrate maleate
1177510	L01XE06	Dasatinib	BMS-354825
1177811	C09XA02	Aliskiren	Rasilez
1177811	C09XA02	Aliskiren	SPP 100
1177895	L01XE07	Lapatinib	FMM
1177895	L01XE07	Lapatinib	GW 572016
1177895	L01XE07	Lapatinib	GW572016
1177895	L01XE07	Lapatinib	Lapatinib ditosylate
1177895	L01XE07	Lapatinib	Lapatinib tosilate hydrate
1178134	A10BH01	Sitagliptin	MK-0431
1178134	A10BH01	Sitagliptin	Sitagliptan
1178134	A10BH01	Sitagliptin	Sitagliptin phosphate
1178438	J05AE10	Darunavir	AIDS073035
1178438	J05AE10	Darunavir	Darunavirum [INN-latin]
1178438	J05AE10	Darunavir	TMC-114
1178438	J05AE10	Darunavir	TMC114
1178438	J05AE10	Darunavir	UIC-94017
1178573	J05AF11	Telbivudine	2'-Deoxy-L-thymidine
1178573	J05AF11	Telbivudine	Beta-l-thymidine
1178573	J05AF11	Telbivudine	Epavudine
1178573	J05AF11	Telbivudine	L-deoxythymidine
1178573	J05AF11	Telbivudine	L-DT
1178573	J05AF11	Telbivudine	L-thymidine
1178573	J05AF11	Telbivudine	LDT
1178573	J05AF11	Telbivudine	Telbivudin
1178667	N05AX13	Paliperidone	9-Hydroxyrisperidone
1178808	L01XE04	Sunitinib	SU011248
1178808	L01XE04	Sunitinib	SU11248
1178955	L01XC08	Panitumumab	ABX-EGF
1178983	S01LA04	Ranibizumab	rhuFab V2
1179077	N07BA03	Varenicline	CP-526,555
1179077	N07BA03	Varenicline	Varenicline tartrate
1179161	R03AC13	Arformoterol	(R,R)-formoterol
1179247	C02DB02	Hydralazine	Hydralazine hydrochloride
1179247	C02DB01	Hydralazine	Hydralazine hydrochloride
1179408	A10BX04	Exenatide	AC2993
1179408	A10BX04	Exenatide	Synthetic exendin-4
1179445	H01AC03	Mecasermin	Mecasermin rinfabate
1179565	L01BB07	Nelarabine	GW-506U78
1179565	L01BB07	Nelarabine	Nelzarabine
1179656	L04AA24	Abatacept	BMS-188667
1179656	L04AA24	Abatacept	CTLA4-Ig
1179656	L04AA24	Abatacept	CTLA4-IgG4m
1179656	L04AA24	Abatacept	CTLA4Ig
1179656	L04AA24	Abatacept	CTLA4IgG4m
1179656	L04AA24	Abatacept	RG-1046
1179656	L04AA24	Abatacept	RG-2077
1179656	L04AA24	Abatacept	RG1046
1179656	L04AA24	Abatacept	RG2077
1179709	H01BB03	Carbetocin	Carbetocino [inn-spanish]
1179709	H01BB03	Carbetocin	Carbetocinum [inn-latin]
1179749	M01AH06	Lumiracoxib	COX 189
1179831	H01AA02	Cosyntropin	Tetracosactide
1179866	H01AA01	Corticotropin	ACTH
1179866	H01AA01	Corticotropin	Adrenocorticotopin
1179866	H01AA01	Corticotropin	Adrenocorticotropic hormone
1179866	H01AA01	Corticotropin	Corticotrophin
1179866	H01AA01	Corticotropin	Cortrophin
1180022	R03CC04	Fenoterol	Fenoterolum [inn-latin]
1180022	R03CC04	Fenoterol	Phenoterol
1180022	G02CA03	Fenoterol	Fenoterolum [inn-latin]
1180022	G02CA03	Fenoterol	Phenoterol
1180022	R03AC04	Fenoterol	Fenoterolum [inn-latin]
1180022	R03AC04	Fenoterol	Phenoterol
1180198	R03AC08	Pirbuterol	Pirbuterol hydrochloride
1180198	R03AC08	Pirbuterol	Pirbuterolum [inn-latin]
1180198	R03CC07	Pirbuterol	Pirbuterol hydrochloride
